"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lat Pulldown (Cable)",,"",1,"normal",48,9,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lat Pulldown (Cable)",,"",2,"normal",48,8,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lat Pulldown (Cable)",,"",3,"normal",42,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lat Pulldown (Cable)",,"",4,"failure",42,8,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Chest Press (Machine)",,"",3,"normal",61,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Chest Press (Machine)",,"",4,"failure",61,8,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",48,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Skullcrusher (Barbell)",,"",0,"normal",24.5,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Skullcrusher (Barbell)",,"",1,"normal",24.5,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Skullcrusher (Barbell)",,"",2,"normal",24.5,9,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Skullcrusher (Barbell)",,"",3,"failure",24.5,6,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Bicep Curl (Barbell)",,"",2,"normal",27,8,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Bicep Curl (Barbell)",,"",3,"failure",27,7,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","12 Jul 2026, 10:10","12 Jul 2026, 11:15","","Lateral Raise (Dumbbell)",,"",3,"failure",10,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lat Pulldown (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lat Pulldown (Cable)",,"",2,"normal",48,9,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lat Pulldown (Cable)",,"",3,"normal",42,9,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lat Pulldown (Cable)",,"",4,"failure",42,7,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Chest Press (Machine)",,"",3,"normal",61,8,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Chest Press (Machine)",,"",4,"failure",61,6,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",54,7,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",48,9,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Skullcrusher (Barbell)",,"",0,"normal",19.5,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Skullcrusher (Barbell)",,"",1,"normal",24.5,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Skullcrusher (Barbell)",,"",2,"normal",24.5,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Skullcrusher (Barbell)",,"",3,"failure",24.5,5,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Bicep Curl (Barbell)",,"",2,"normal",27,7,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Bicep Curl (Barbell)",,"",3,"failure",27,5,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Lateral Raise (Dumbbell)",,"",3,"failure",10,10,,,
"Day UpperBody","10 Jul 2026, 10:01","10 Jul 2026, 11:06","","Diamond Push Up",,"",0,"failure",,20,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lat Pulldown (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lat Pulldown (Cable)",,"",2,"normal",48,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lat Pulldown (Cable)",,"",3,"normal",48,8,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lat Pulldown (Cable)",,"",4,"failure",42,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Chest Press (Machine)",,"",3,"normal",61,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Chest Press (Machine)",,"",4,"failure",61,9,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",54,9,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",54,8,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Skullcrusher (Barbell)",,"",0,"normal",24.5,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Skullcrusher (Barbell)",,"",1,"normal",24.5,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Skullcrusher (Barbell)",,"",2,"normal",24.5,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Skullcrusher (Barbell)",,"",3,"failure",24.5,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Bicep Curl (Barbell)",,"",2,"normal",27,9,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Bicep Curl (Barbell)",,"",3,"failure",27,7,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","24 Jun 2026, 09:19","24 Jun 2026, 10:27","","Lateral Raise (Dumbbell)",,"",3,"failure",10,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lat Pulldown (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lat Pulldown (Cable)",,"",2,"normal",48,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lat Pulldown (Cable)",,"",3,"normal",48,8,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lat Pulldown (Cable)",,"",4,"failure",42,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Chest Press (Machine)",,"",3,"normal",61,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Chest Press (Machine)",,"",4,"failure",61,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",54,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",54,9,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Skullcrusher (Barbell)",,"",0,"normal",24.5,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Skullcrusher (Barbell)",,"",1,"normal",24.5,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Skullcrusher (Barbell)",,"",2,"normal",24.5,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Skullcrusher (Barbell)",,"",3,"failure",24.5,7,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Bicep Curl (Barbell)",,"",2,"normal",27,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Bicep Curl (Barbell)",,"",3,"failure",27,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Lateral Raise (Dumbbell)",,"",3,"failure",10,11,,,
"Day UpperBody","20 Jun 2026, 10:05","20 Jun 2026, 11:09","","Diamond Push Up",,"",0,"failure",,15,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lat Pulldown (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lat Pulldown (Cable)",,"",2,"normal",48,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lat Pulldown (Cable)",,"",3,"normal",48,8,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lat Pulldown (Cable)",,"",4,"failure",42,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Chest Press (Machine)",,"",3,"normal",61,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Chest Press (Machine)",,"",4,"failure",61,8,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",54,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",54,8,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Skullcrusher (Barbell)",,"",0,"normal",24.5,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Skullcrusher (Barbell)",,"",1,"normal",24.5,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Skullcrusher (Barbell)",,"",2,"normal",24.5,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Skullcrusher (Barbell)",,"",3,"failure",24.5,9,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Bicep Curl (Barbell)",,"",2,"normal",27,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Bicep Curl (Barbell)",,"",3,"failure",27,9,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","17 Jun 2026, 05:28","17 Jun 2026, 06:42","","Lateral Raise (Dumbbell)",,"",3,"failure",10,11,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lat Pulldown (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lat Pulldown (Cable)",,"",2,"normal",48,9,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lat Pulldown (Cable)",,"",3,"normal",42,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lat Pulldown (Cable)",,"",4,"failure",42,11,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Chest Press (Machine)",,"",3,"normal",61,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Chest Press (Machine)",,"",4,"failure",61,7,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",54,9,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",54,7,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Skullcrusher (Barbell)",,"",0,"normal",22,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Skullcrusher (Barbell)",,"",1,"normal",22,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Skullcrusher (Barbell)",,"",2,"normal",22,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Skullcrusher (Barbell)",,"",3,"failure",22,13,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Bicep Curl (Barbell)",,"",2,"normal",27,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Bicep Curl (Barbell)",,"",3,"failure",27,8,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lateral Raise (Dumbbell)",,"",1,"normal",12.5,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","15 Jun 2026, 04:28","15 Jun 2026, 05:46","","Lateral Raise (Dumbbell)",,"",3,"failure",10,13,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lat Pulldown (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lat Pulldown (Cable)",,"",2,"normal",42,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lat Pulldown (Cable)",,"",3,"normal",42,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lat Pulldown (Cable)",,"",4,"failure",42,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Chest Press (Machine)",,"",3,"normal",61,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Chest Press (Machine)",,"",4,"failure",61,6,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",48,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",48,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",48,7,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Skullcrusher (Barbell)",,"",0,"normal",22,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Skullcrusher (Barbell)",,"",1,"normal",22,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Skullcrusher (Barbell)",,"",2,"normal",22,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Skullcrusher (Barbell)",,"",3,"failure",22,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Bicep Curl (Barbell)",,"",2,"normal",27,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Bicep Curl (Barbell)",,"",3,"failure",27,6,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Day UpperBody","13 Jun 2026, 11:14","13 Jun 2026, 12:16","","Lateral Raise (Dumbbell)",,"",3,"failure",10,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Lat Pulldown (Cable)",,"",1,"normal",48,5,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Bench Press (Barbell)",,"",0,"normal",20,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Chest Press (Machine)",,"",0,"normal",21,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Chest Press (Machine)",,"",1,"normal",61,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Chest Press (Machine)",,"",2,"normal",61,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Chest Press (Machine)",,"",3,"normal",61,7,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Chest Press (Machine)",,"",4,"failure",61,7,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",54,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",54,9,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Seated Cable Row - V Grip (Cable)",,"",3,"failure",48,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Skullcrusher (Barbell)",,"",0,"normal",22,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Skullcrusher (Barbell)",,"",1,"normal",22,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Skullcrusher (Barbell)",,"",2,"normal",22,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Skullcrusher (Barbell)",,"",3,"failure",22,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Bicep Curl (Barbell)",,"",0,"normal",27,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Bicep Curl (Barbell)",,"",1,"normal",27,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Bicep Curl (Barbell)",,"",2,"normal",27,10,,,
"Day UpperBody","10 Jun 2026, 04:11","10 Jun 2026, 05:11","","Bicep Curl (Barbell)",,"",3,"failure",27,8,,,
